factura,fecha,vendedor,producto_id,cantidad_vendida,precio_unitario,costo_asociado_simulado
FAC-1376,2026-01-09,Vendedor_B,PROD002,4,18.2,14.04
FAC-1377,2026-01-09,Vendedor_B,PROD021,4,57.57,42.94
FAC-1378,2026-01-09,Vendedor_A,PROD022,23,61.43,46.03
FAC-1379,2026-01-09,Vendedor_A,PROD006,1,25.63,19.6
FAC-1380,2026-01-09,Vendedor_A,PROD003,4,17.89,12.69
FAC-1381,2026-01-09,Vendedor_B,PROD004,1,17.85,12.36
FAC-1382,2026-01-09,Vendedor_A,PROD023,17,65.14,47.19
FAC-1383,2026-01-10,Vendedor_C,PROD017,3,34.97,26.0
FAC-1384,2026-01-10,Vendedor_A,PROD016,20,6.72,5.4
FAC-1385,2026-01-10,Vendedor_B,PROD008,4,10.63,8.16
FAC-1386,2026-01-10,Vendedor_C,PROD001,2,13.02,14.47
FAC-1387,2026-01-10,Vendedor_A,PROD008,4,11.53,8.16
FAC-1388,2026-01-10,Vendedor_A,PROD006,4,25.95,19.6
FAC-1389,2026-01-10,Vendedor_A,PROD001,5,19.6,14.47
FAC-1390,2026-01-10,Vendedor_A,PROD002,2,18.2,14.04
FAC-1391,2026-01-10,Vendedor_A,PROD025,21,77.8,56.25
FAC-1392,2026-01-10,Vendedor_C,PROD023,7,68.02,47.19
FAC-1393,2026-01-10,Vendedor_B,PROD003,4,17.99,12.69
FAC-1394,2026-01-10,Vendedor_B,PROD005,1,27.34,20.12
FAC-1395,2026-01-10,Vendedor_B,PROD010,2,8.44,6.11
FAC-1396,2026-01-10,Vendedor_B,PROD014,21,6.64,4.67
FAC-1397,2026-01-10,Vendedor_A,PROD014,3,6.13,4.67
FAC-1398,2026-01-10,Vendedor_A,PROD002,4,18.2,14.04
FAC-1399,2026-01-10,Vendedor_C,PROD018,1,31.18,22.33
FAC-1400,2026-01-10,Vendedor_B,PROD022,2,62.01,46.03
FAC-1401,2026-01-10,Vendedor_C,PROD014,21,6.7,4.67
FAC-1402,2026-01-10,Vendedor_C,PROD003,5,18.31,12.69
FAC-1403,2026-01-10,Vendedor_A,PROD021,5,56.61,42.94
FAC-1404,2026-01-10,Vendedor_A,PROD025,13,75.09,56.25
FAC-1405,2026-01-10,Vendedor_C,PROD013,7,6.28,4.36
FAC-1406,2026-01-10,Vendedor_B,PROD011,3,11.2,8.04
FAC-1407,2026-01-10,Vendedor_A,PROD019,1,33.86,24.45
FAC-1408,2026-01-10,Vendedor_A,PROD002,2,18.2,14.04
FAC-1409,2026-01-10,Vendedor_A,PROD024,10,66.41,49.39
FAC-1410,2026-01-10,Vendedor_B,PROD003,3,16.64,12.69
FAC-1411,2026-01-10,Vendedor_B,PROD007,4,25.9,20.75
FAC-1412,2026-01-10,Vendedor_B,PROD001,1,19.6,14.47
FAC-1413,2026-01-10,Vendedor_A,PROD005,4,28.01,20.12
FAC-1414,2026-01-10,Vendedor_A,PROD004,5,17.05,12.36
FAC-1415,2026-01-10,Vendedor_A,PROD020,4,68.6,49.97
FAC-1416,2026-01-10,Vendedor_B,PROD007,5,25.9,20.75
FAC-1417,2026-01-10,Vendedor_A,PROD022,22,66.49,46.03
FAC-1418,2026-01-10,Vendedor_B,PROD022,8,65.3,46.03
FAC-1419,2026-01-10,Vendedor_A,PROD005,2,26.81,20.12
FAC-1420,2026-01-10,Vendedor_C,PROD013,14,6.31,4.36
FAC-1421,2026-01-10,Vendedor_A,PROD004,3,16.76,12.36
FAC-1422,2026-01-10,Vendedor_A,PROD021,5,61.26,42.94
FAC-1423,2026-01-10,Vendedor_A,PROD002,4,18.2,14.04
FAC-1424,2026-01-10,Vendedor_A,PROD018,4,30.62,22.33
FAC-1425,2026-01-10,Vendedor_C,PROD006,1,26.63,19.6
FAC-1426,2026-01-10,Vendedor_B,PROD009,1,8.87,6.74
FAC-1427,2026-01-10,Vendedor_C,PROD001,1,19.6,14.47
FAC-1428,2026-01-10,Vendedor_A,PROD010,5,8.8,6.11
FAC-1429,2026-01-11,Vendedor_A,PROD011,1,11.05,8.04
FAC-1430,2026-01-11,Vendedor_A,PROD015,14,6.29,4.39
FAC-1431,2026-01-11,Vendedor_C,PROD019,5,32.17,24.45
FAC-1432,2026-01-11,Vendedor_A,PROD008,3,10.66,8.16
FAC-1433,2026-01-11,Vendedor_A,PROD001,3,19.6,14.47
FAC-1434,2026-01-11,Vendedor_B,PROD024,9,64.47,49.39
FAC-1435,2026-01-11,Vendedor_C,PROD014,20,6.77,4.67
FAC-1436,2026-01-11,Vendedor_B,PROD007,3,25.9,20.75
FAC-1437,2026-01-11,Vendedor_B,PROD011,2,10.95,8.04
FAC-1438,2026-01-11,Vendedor_B,PROD006,1,25.72,19.6
FAC-1439,2026-01-11,Vendedor_B,PROD008,2,11.55,8.16
FAC-1440,2026-01-11,Vendedor_A,PROD015,5,5.84,4.39
FAC-1441,2026-01-11,Vendedor_C,PROD014,19,6.12,4.67
FAC-1442,2026-01-11,Vendedor_A,PROD010,2,8.68,6.11
FAC-1443,2026-01-11,Vendedor_C,PROD022,17,63.19,46.03
FAC-1444,2026-01-11,Vendedor_A,PROD002,1,18.2,14.04
FAC-1445,2026-01-11,Vendedor_A,PROD008,3,11.34,8.16
FAC-1446,2026-01-11,Vendedor_B,PROD014,23,6.38,4.67
FAC-1447,2026-01-11,Vendedor_A,PROD020,22,68.6,49.97
FAC-1448,2026-01-11,Vendedor_C,PROD012,22,6.73,5.06
FAC-1449,2026-01-11,Vendedor_A,PROD003,1,17.78,12.69
FAC-1450,2026-01-11,Vendedor_A,PROD012,14,7.28,5.06
FAC-1451,2026-01-11,Vendedor_B,PROD021,15,62.12,42.94
FAC-1452,2026-01-11,Vendedor_A,PROD007,3,25.9,20.75
FAC-1453,2026-01-11,Vendedor_A,PROD022,14,65.04,46.03
FAC-1454,2026-01-11,Vendedor_B,PROD018,4,29.39,22.33
FAC-1455,2026-01-11,Vendedor_B,PROD018,4,29.74,22.33
FAC-1456,2026-01-11,Vendedor_B,PROD013,2,5.94,4.36
FAC-1457,2026-01-11,Vendedor_A,PROD024,8,68.74,49.39
FAC-1458,2026-01-11,Vendedor_B,PROD012,16,7.06,5.06
FAC-1459,2026-01-11,Vendedor_A,PROD008,1,11.17,8.16
FAC-1460,2026-01-11,Vendedor_C,PROD012,9,7.13,5.06
FAC-1461,2026-01-11,Vendedor_C,PROD003,3,17.26,12.69
FAC-1462,2026-01-11,Vendedor_B,PROD025,8,77.81,56.25
FAC-1463,2026-01-11,Vendedor_A,PROD002,5,18.2,14.04
FAC-1464,2026-01-11,Vendedor_A,PROD009,2,9.32,6.74
FAC-1465,2026-01-11,Vendedor_A,PROD022,3,65.59,46.03
FAC-1466,2026-01-11,Vendedor_A,PROD021,20,58.19,42.94
FAC-1467,2026-01-11,Vendedor_B,PROD023,5,64.68,47.19
FAC-1468,2026-01-11,Vendedor_B,PROD015,23,6.0,4.39
FAC-1469,2026-01-11,Vendedor_B,PROD003,5,16.76,12.69
FAC-1470,2026-01-11,Vendedor_A,PROD010,1,8.51,6.11
FAC-1471,2026-01-11,Vendedor_B,PROD013,5,5.73,4.36
FAC-1472,2026-01-11,Vendedor_A,PROD014,21,6.58,4.67
FAC-1473,2026-01-11,Vendedor_A,PROD004,2,16.17,12.36
FAC-1474,2026-01-11,Vendedor_C,PROD019,1,32.77,24.45
FAC-1475,2026-01-12,Vendedor_B,PROD014,13,6.18,4.67
FAC-1476,2026-01-12,Vendedor_C,PROD006,3,26.1,19.6
FAC-1477,2026-01-12,Vendedor_A,PROD016,18,6.72,5.4
FAC-1478,2026-01-12,Vendedor_A,PROD023,18,63.02,47.19
FAC-1479,2026-01-12,Vendedor_C,PROD015,14,6.36,4.39
FAC-1480,2026-01-12,Vendedor_A,PROD001,4,19.6,14.47
FAC-1481,2026-01-12,Vendedor_B,PROD020,16,68.6,49.97
FAC-1482,2026-01-12,Vendedor_B,PROD006,1,28.39,19.6
FAC-1483,2026-01-12,Vendedor_A,PROD016,21,6.72,5.4
FAC-1484,2026-01-12,Vendedor_A,PROD010,1,8.25,6.11
FAC-1485,2026-01-12,Vendedor_B,PROD022,14,61.72,46.03
FAC-1486,2026-01-12,Vendedor_A,PROD019,2,35.23,24.45
FAC-1487,2026-01-12,Vendedor_A,PROD019,4,33.17,24.45
FAC-1488,2026-01-12,Vendedor_C,PROD017,4,35.5,26.0
FAC-1489,2026-01-12,Vendedor_A,PROD006,2,27.34,19.6
FAC-1490,2026-01-12,Vendedor_B,PROD003,1,17.33,12.69
FAC-1491,2026-01-12,Vendedor_A,PROD022,21,61.39,46.03
FAC-1492,2026-01-12,Vendedor_A,PROD024,13,67.7,49.39
FAC-1493,2026-01-12,Vendedor_A,PROD010,3,8.2,6.11
FAC-1494,2026-01-12,Vendedor_A,PROD023,17,67.76,47.19
FAC-1495,2026-01-12,Vendedor_B,PROD016,11,6.72,5.4
FAC-1496,2026-01-12,Vendedor_A,PROD025,14,79.68,56.25
FAC-1497,2026-01-12,Vendedor_A,PROD004,2,16.13,12.36
FAC-1498,2026-01-12,Vendedor_B,PROD011,1,10.62,8.04
FAC-1499,2026-01-12,Vendedor_A,PROD007,2,25.9,20.75
FAC-1500,2026-01-12,Vendedor_A,PROD024,17,68.27,49.39
FAC-1501,2026-01-12,Vendedor_A,PROD007,2,25.9,20.75
FAC-1502,2026-01-12,Vendedor_B,PROD012,6,7.18,5.06
FAC-1503,2026-01-12,Vendedor_B,PROD021,6,57.47,42.94
FAC-1504,2026-01-12,Vendedor_A,PROD024,22,66.71,49.39
FAC-1505,2026-01-12,Vendedor_A,PROD012,19,6.84,5.06
FAC-1506,2026-01-12,Vendedor_A,PROD021,8,57.27,42.94
FAC-1507,2026-01-12,Vendedor_B,PROD022,3,63.71,46.03
FAC-1508,2026-01-12,Vendedor_B,PROD011,1,10.53,8.04
FAC-1509,2026-01-12,Vendedor_A,PROD002,2,18.2,14.04
FAC-1510,2026-01-12,Vendedor_A,PROD001,5,19.6,14.47
FAC-1511,2026-01-12,Vendedor_B,PROD002,1,18.2,14.04
FAC-1512,2026-01-12,Vendedor_A,PROD002,3,18.2,14.04
FAC-1513,2026-01-12,Vendedor_B,PROD007,4,25.9,20.75
FAC-1514,2026-01-12,Vendedor_B,PROD010,1,8.84,6.11
FAC-1515,2026-01-12,Vendedor_C,PROD007,2,25.9,20.75
FAC-1516,2026-01-12,Vendedor_B,PROD004,5,17.47,12.36
FAC-1517,2026-01-12,Vendedor_C,PROD015,10,6.29,4.39
FAC-1518,2026-01-12,Vendedor_B,PROD008,2,11.81,8.16
FAC-1519,2026-01-12,Vendedor_A,PROD025,13,73.92,56.25
FAC-1520,2026-01-12,Vendedor_A,PROD001,3,19.6,14.47
FAC-1521,2026-01-12,Vendedor_A,PROD006,3,26.57,19.6
FAC-1522,2026-01-12,Vendedor_A,PROD018,3,29.34,22.33
FAC-1523,2026-01-12,Vendedor_A,PROD024,10,65.59,49.39
FAC-1524,2026-01-13,Vendedor_B,PROD005,2,28.07,20.12
FAC-1525,2026-01-13,Vendedor_B,PROD010,2,8.35,6.11
FAC-1526,2026-01-13,Vendedor_B,PROD007,5,25.9,20.75
FAC-1527,2026-01-13,Vendedor_A,PROD003,1,18.2,12.69
FAC-1528,2026-01-13,Vendedor_A,PROD001,5,19.6,14.47
FAC-1529,2026-01-13,Vendedor_A,PROD016,5,6.72,5.4
FAC-1530,2026-01-13,Vendedor_C,PROD006,1,28.33,19.6
FAC-1531,2026-01-13,Vendedor_A,PROD012,2,7.14,5.06
FAC-1532,2026-01-13,Vendedor_B,PROD013,14,6.31,4.36
FAC-1533,2026-01-13,Vendedor_A,PROD002,2,18.2,14.04
FAC-1534,2026-01-13,Vendedor_B,PROD023,4,62.27,47.19
FAC-1535,2026-01-13,Vendedor_A,PROD001,4,19.6,14.47
FAC-1536,2026-01-13,Vendedor_A,PROD002,5,18.2,14.04
FAC-1537,2026-01-13,Vendedor_C,PROD003,4,16.85,12.69
FAC-1538,2026-01-13,Vendedor_B,PROD006,4,27.07,19.6
FAC-1539,2026-01-13,Vendedor_C,PROD025,22,50.62,56.25
FAC-1540,2026-01-13,Vendedor_C,PROD024,17,67.87,49.39
FAC-1541,2026-01-13,Vendedor_A,PROD021,2,56.55,42.94
FAC-1542,2026-01-13,Vendedor_C,PROD021,20,58.53,42.94
FAC-1543,2026-01-13,Vendedor_B,PROD015,17,5.83,4.39
FAC-1544,2026-01-13,Vendedor_C,PROD022,16,64.93,46.03
FAC-1545,2026-01-13,Vendedor_B,PROD003,2,16.56,12.69
FAC-1546,2026-01-13,Vendedor_A,PROD002,4,18.2,14.04
FAC-1547,2026-01-13,Vendedor_C,PROD015,2,5.82,4.39
FAC-1548,2026-01-13,Vendedor_A,PROD008,3,10.7,8.16
FAC-1549,2026-01-13,Vendedor_A,PROD004,5,17.67,12.36
FAC-1550,2026-01-13,Vendedor_A,PROD003,4,17.95,12.69
FAC-1551,2026-01-13,Vendedor_A,PROD014,10,6.7,4.67
FAC-1552,2026-01-13,Vendedor_C,PROD003,3,16.61,12.69
FAC-1553,2026-01-13,Vendedor_C,PROD001,3,19.6,14.47
FAC-1554,2026-01-13,Vendedor_A,PROD002,4,18.2,14.04
FAC-1555,2026-01-13,Vendedor_A,PROD021,15,59.34,42.94
FAC-1556,2026-01-13,Vendedor_A,PROD020,9,68.6,49.97
FAC-1557,2026-01-13,Vendedor_C,PROD024,23,64.41,49.39
FAC-1558,2026-01-13,Vendedor_B,PROD016,15,6.72,5.4
FAC-1559,2026-01-13,Vendedor_B,PROD019,4,34.81,24.45
FAC-1560,2026-01-13,Vendedor_C,PROD020,15,68.6,49.97
FAC-1561,2026-01-13,Vendedor_C,PROD009,4,9.07,6.74
FAC-1562,2026-01-14,Vendedor_A,PROD015,22,6.0,4.39
FAC-1563,2026-01-14,Vendedor_A,PROD004,1,16.25,12.36
FAC-1564,2026-01-14,Vendedor_C,PROD024,22,66.31,49.39
FAC-1565,2026-01-14,Vendedor_B,PROD003,1,16.93,12.69
FAC-1566,2026-01-14,Vendedor_C,PROD004,2,16.19,12.36
FAC-1567,2026-01-14,Vendedor_A,PROD009,5,9.1,6.74
FAC-1568,2026-01-14,Vendedor_A,PROD017,3,34.91,26.0
FAC-1569,2026-01-14,Vendedor_B,PROD014,6,6.67,4.67
FAC-1570,2026-01-14,Vendedor_C,PROD016,4,6.72,5.4
FAC-1571,2026-01-14,Vendedor_A,PROD012,10,6.67,5.06
FAC-1572,2026-01-14,Vendedor_A,PROD004,1,17.68,12.36
FAC-1573,2026-01-14,Vendedor_A,PROD008,4,11.24,8.16
FAC-1574,2026-01-14,Vendedor_B,PROD022,10,62.84,46.03
FAC-1575,2026-01-14,Vendedor_A,PROD019,5,35.06,24.45
FAC-1576,2026-01-14,Vendedor_B,PROD019,3,33.42,24.45
FAC-1577,2026-01-14,Vendedor_A,PROD004,4,17.32,12.36
FAC-1578,2026-01-14,Vendedor_C,PROD022,13,65.27,46.03
FAC-1579,2026-01-14,Vendedor_A,PROD002,3,18.2,14.04
FAC-1580,2026-01-14,Vendedor_A,PROD023,7,68.31,47.19
FAC-1581,2026-01-14,Vendedor_A,PROD006,5,28.1,19.6
FAC-1582,2026-01-14,Vendedor_C,PROD012,20,7.04,5.06
FAC-1583,2026-01-14,Vendedor_A,PROD010,1,8.83,6.11
FAC-1584,2026-01-14,Vendedor_B,PROD003,5,16.87,12.69
FAC-1585,2026-01-14,Vendedor_A,PROD020,14,68.6,49.97
FAC-1586,2026-01-14,Vendedor_A,PROD006,3,27.99,19.6
FAC-1587,2026-01-14,Vendedor_A,PROD020,8,68.6,49.97
FAC-1588,2026-01-14,Vendedor_A,PROD021,11,58.65,42.94
FAC-1589,2026-01-14,Vendedor_A,PROD011,5,10.51,8.04
FAC-1590,2026-01-14,Vendedor_A,PROD017,3,36.21,26.0
FAC-1591,2026-01-14,Vendedor_B,PROD007,5,25.9,20.75
FAC-1592,2026-01-14,Vendedor_A,PROD011,5,10.51,8.04
FAC-1593,2026-01-14,Vendedor_A,PROD001,3,19.6,14.47
FAC-1594,2026-01-14,Vendedor_B,PROD012,14,7.25,5.06
FAC-1595,2026-01-14,Vendedor_A,PROD012,8,7.09,5.06
FAC-1596,2026-01-14,Vendedor_B,PROD005,5,26.16,20.12
FAC-1597,2026-01-14,Vendedor_B,PROD015,19,5.75,4.39
FAC-1598,2026-01-14,Vendedor_A,PROD018,4,29.41,22.33
FAC-1599,2026-01-15,Vendedor_A,PROD005,4,26.52,20.12
FAC-1600,2026-01-15,Vendedor_A,PROD017,1,34.08,26.0
FAC-1601,2026-01-15,Vendedor_A,PROD007,5,25.9,20.75
FAC-1602,2026-01-15,Vendedor_C,PROD009,5,9.42,6.74
FAC-1603,2026-01-15,Vendedor_A,PROD010,1,8.4,6.11
FAC-1604,2026-01-15,Vendedor_A,PROD025,7,74.43,56.25
FAC-1605,2026-01-15,Vendedor_A,PROD021,17,61.63,42.94
FAC-1606,2026-01-15,Vendedor_B,PROD008,4,11.61,8.16
FAC-1607,2026-01-15,Vendedor_A,PROD003,2,17.35,12.69
FAC-1608,2026-01-15,Vendedor_B,PROD005,1,26.53,20.12
FAC-1609,2026-01-15,Vendedor_A,PROD023,22,67.13,47.19
FAC-1610,2026-01-15,Vendedor_A,PROD022,14,65.72,46.03
FAC-1611,2026-01-15,Vendedor_C,PROD023,13,65.19,47.19
FAC-1612,2026-01-15,Vendedor_A,PROD002,3,18.2,14.04
FAC-1613,2026-01-15,Vendedor_A,PROD012,9,7.27,5.06
FAC-1614,2026-01-15,Vendedor_A,PROD011,1,11.15,8.04
FAC-1615,2026-01-15,Vendedor_B,PROD022,8,64.71,46.03
FAC-1616,2026-01-15,Vendedor_A,PROD002,5,18.2,14.04
FAC-1617,2026-01-15,Vendedor_A,PROD007,1,25.9,20.75
FAC-1618,2026-01-15,Vendedor_C,PROD001,2,19.6,14.47
FAC-1619,2026-01-15,Vendedor_A,PROD018,3,31.16,22.33
FAC-1620,2026-01-15,Vendedor_B,PROD011,5,10.83,8.04
FAC-1621,2026-01-15,Vendedor_A,PROD008,4,11.05,8.16
FAC-1622,2026-01-15,Vendedor_B,PROD006,5,26.81,19.6
FAC-1623,2026-01-15,Vendedor_A,PROD018,3,30.66,22.33
FAC-1624,2026-01-15,Vendedor_A,PROD003,3,18.33,12.69
FAC-1625,2026-01-15,Vendedor_A,PROD014,11,6.09,4.67
FAC-1626,2026-01-15,Vendedor_B,PROD019,5,31.87,24.45
FAC-1627,2026-01-15,Vendedor_A,PROD010,2,8.77,6.11
FAC-1628,2026-01-15,Vendedor_A,PROD005,2,27.59,20.12
FAC-1629,2026-01-15,Vendedor_A,PROD009,4,9.76,6.74
FAC-1630,2026-01-15,Vendedor_A,PROD017,4,35.3,26.0
FAC-1631,2026-01-15,Vendedor_B,PROD005,2,26.62,20.12
FAC-1632,2026-01-15,Vendedor_C,PROD013,20,6.17,4.36
FAC-1633,2026-01-15,Vendedor_A,PROD003,3,17.07,12.69
FAC-1634,2026-01-15,Vendedor_B,PROD017,5,35.78,26.0
FAC-1635,2026-01-16,Vendedor_A,PROD011,4,11.12,8.04
FAC-1636,2026-01-16,Vendedor_A,PROD024,3,71.61,49.39
FAC-1637,2026-01-16,Vendedor_B,PROD011,3,10.7,8.04
FAC-1638,2026-01-16,Vendedor_B,PROD018,2,31.12,22.33
FAC-1639,2026-01-16,Vendedor_A,PROD019,4,32.52,24.45
FAC-1640,2026-01-16,Vendedor_B,PROD005,3,27.59,20.12
FAC-1641,2026-01-16,Vendedor_A,PROD021,16,59.68,42.94
FAC-1642,2026-01-16,Vendedor_B,PROD012,8,6.61,5.06
FAC-1643,2026-01-16,Vendedor_A,PROD005,2,28.55,20.12
FAC-1644,2026-01-16,Vendedor_C,PROD012,17,7.31,5.06
FAC-1645,2026-01-16,Vendedor_C,PROD012,5,6.94,5.06
FAC-1646,2026-01-16,Vendedor_B,PROD006,3,27.02,19.6
FAC-1647,2026-01-16,Vendedor_A,PROD011,1,11.56,8.04
FAC-1648,2026-01-16,Vendedor_A,PROD019,4,35.07,24.45
FAC-1649,2026-01-16,Vendedor_B,PROD019,5,33.99,24.45
FAC-1650,2026-01-16,Vendedor_A,PROD003,4,16.88,12.69
FAC-1651,2026-01-16,Vendedor_C,PROD013,9,5.96,4.36
FAC-1652,2026-01-16,Vendedor_A,PROD019,5,32.93,24.45
FAC-1653,2026-01-16,Vendedor_A,PROD013,17,6.3,4.36
FAC-1654,2026-01-16,Vendedor_B,PROD018,3,30.63,22.33
FAC-1655,2026-01-16,Vendedor_A,PROD003,5,17.82,12.69
FAC-1656,2026-01-16,Vendedor_C,PROD016,10,6.72,5.4
FAC-1657,2026-01-16,Vendedor_B,PROD024,16,69.64,49.39
FAC-1658,2026-01-16,Vendedor_B,PROD003,1,18.4,12.69
FAC-1659,2026-01-16,Vendedor_A,PROD008,1,10.97,8.16
FAC-1660,2026-01-16,Vendedor_B,PROD004,5,17.61,12.36
FAC-1661,2026-01-16,Vendedor_B,PROD013,10,6.16,4.36
FAC-1662,2026-01-16,Vendedor_C,PROD001,1,13.02,14.47
FAC-1663,2026-01-16,Vendedor_A,PROD002,4,18.2,14.04
FAC-1664,2026-01-16,Vendedor_B,PROD006,4,26.38,19.6
FAC-1665,2026-01-16,Vendedor_A,PROD013,20,6.29,4.36
FAC-1666,2026-01-16,Vendedor_A,PROD006,2,26.36,19.6
FAC-1667,2026-01-16,Vendedor_A,PROD010,2,8.17,6.11
FAC-1668,2026-01-16,Vendedor_B,PROD002,4,18.2,14.04
FAC-1669,2026-01-16,Vendedor_A,PROD002,3,18.2,14.04
FAC-1670,2026-01-16,Vendedor_A,PROD022,2,62.06,46.03
FAC-1671,2026-01-16,Vendedor_C,PROD017,5,36.3,26.0
FAC-1672,2026-01-16,Vendedor_B,PROD019,1,33.1,24.45
FAC-1673,2026-01-16,Vendedor_A,PROD023,11,64.91,47.19
FAC-1674,2026-01-16,Vendedor_A,PROD004,2,17.23,12.36
FAC-1675,2026-01-16,Vendedor_A,PROD014,22,6.4,4.67
FAC-1676,2026-01-16,Vendedor_B,PROD024,5,66.36,49.39
FAC-1677,2026-01-16,Vendedor_B,PROD013,13,6.27,4.36
FAC-1678,2026-01-16,Vendedor_C,PROD023,3,62.47,47.19
FAC-1679,2026-01-16,Vendedor_A,PROD011,1,10.78,8.04
FAC-1680,2026-01-16,Vendedor_A,PROD017,1,35.79,26.0
FAC-1681,2026-01-17,Vendedor_A,PROD024,6,70.43,49.39
FAC-1682,2026-01-17,Vendedor_A,PROD012,12,7.14,5.06
FAC-1683,2026-01-17,Vendedor_A,PROD025,3,76.16,56.25
FAC-1684,2026-01-17,Vendedor_C,PROD012,20,7.01,5.06
FAC-1685,2026-01-17,Vendedor_A,PROD013,13,5.94,4.36
FAC-1686,2026-01-17,Vendedor_B,PROD019,2,32.11,24.45
FAC-1687,2026-01-17,Vendedor_C,PROD001,2,13.02,14.47
FAC-1688,2026-01-17,Vendedor_B,PROD015,14,5.82,4.39
FAC-1689,2026-01-17,Vendedor_B,PROD005,1,29.07,20.12
FAC-1690,2026-01-17,Vendedor_A,PROD004,5,17.37,12.36
FAC-1691,2026-01-17,Vendedor_B,PROD020,13,68.6,49.97
FAC-1692,2026-01-17,Vendedor_A,PROD005,4,26.3,20.12
FAC-1693,2026-01-17,Vendedor_A,PROD009,3,9.24,6.74
FAC-1694,2026-01-17,Vendedor_C,PROD012,14,6.58,5.06
FAC-1695,2026-01-17,Vendedor_A,PROD018,2,30.88,22.33
FAC-1696,2026-01-17,Vendedor_A,PROD016,7,6.72,5.4
FAC-1697,2026-01-17,Vendedor_B,PROD011,4,11.33,8.04
FAC-1698,2026-01-17,Vendedor_A,PROD013,10,6.16,4.36
FAC-1699,2026-01-17,Vendedor_A,PROD024,4,71.1,49.39
FAC-1700,2026-01-17,Vendedor_A,PROD006,1,27.38,19.6
FAC-1701,2026-01-17,Vendedor_A,PROD004,5,16.23,12.36
FAC-1702,2026-01-17,Vendedor_B,PROD025,22,80.07,56.25
FAC-1703,2026-01-17,Vendedor_B,PROD012,14,6.65,5.06
FAC-1704,2026-01-17,Vendedor_C,PROD005,1,28.91,20.12
FAC-1705,2026-01-17,Vendedor_A,PROD004,3,17.83,12.36
FAC-1706,2026-01-17,Vendedor_C,PROD015,21,5.92,4.39
FAC-1707,2026-01-17,Vendedor_C,PROD024,7,69.58,49.39
FAC-1708,2026-01-17,Vendedor_A,PROD001,4,19.6,14.47
FAC-1709,2026-01-17,Vendedor_B,PROD016,9,6.72,5.4
FAC-1710,2026-01-17,Vendedor_A,PROD012,16,6.67,5.06
FAC-1711,2026-01-17,Vendedor_A,PROD009,5,8.88,6.74
FAC-1712,2026-01-17,Vendedor_B,PROD025,21,79.65,56.25
FAC-1713,2026-01-17,Vendedor_A,PROD025,12,76.26,56.25
FAC-1714,2026-01-17,Vendedor_C,PROD021,16,59.99,42.94
FAC-1715,2026-01-17,Vendedor_C,PROD019,1,31.87,24.45
FAC-1716,2026-01-17,Vendedor_A,PROD023,23,66.87,47.19
FAC-1717,2026-01-17,Vendedor_B,PROD004,5,17.74,12.36
FAC-1718,2026-01-17,Vendedor_B,PROD002,5,18.2,14.04
FAC-1719,2026-01-17,Vendedor_B,PROD015,5,5.75,4.39
FAC-1720,2026-01-17,Vendedor_B,PROD008,4,11.76,8.16
FAC-1721,2026-01-17,Vendedor_B,PROD018,1,31.19,22.33
FAC-1722,2026-01-18,Vendedor_C,PROD012,11,7.05,5.06
FAC-1723,2026-01-18,Vendedor_C,PROD013,9,5.85,4.36
FAC-1724,2026-01-18,Vendedor_A,PROD008,3,11.72,8.16
FAC-1725,2026-01-18,Vendedor_C,PROD011,4,11.43,8.04
FAC-1726,2026-01-18,Vendedor_B,PROD025,19,80.64,56.25
FAC-1727,2026-01-18,Vendedor_A,PROD017,1,37.43,26.0
FAC-1728,2026-01-18,Vendedor_A,PROD011,3,10.51,8.04
FAC-1729,2026-01-18,Vendedor_A,PROD002,5,18.2,14.04
FAC-1730,2026-01-18,Vendedor_B,PROD021,23,62.02,42.94
FAC-1731,2026-01-18,Vendedor_A,PROD018,3,30.86,22.33
FAC-1732,2026-01-18,Vendedor_A,PROD006,3,26.79,19.6
FAC-1733,2026-01-18,Vendedor_C,PROD012,14,7.22,5.06
FAC-1734,2026-01-18,Vendedor_A,PROD018,1,31.89,22.33
FAC-1735,2026-01-18,Vendedor_B,PROD016,17,6.72,5.4
FAC-1736,2026-01-18,Vendedor_C,PROD024,13,69.48,49.39
FAC-1737,2026-01-18,Vendedor_C,PROD011,2,11.01,8.04
FAC-1738,2026-01-18,Vendedor_B,PROD006,3,26.04,19.6
FAC-1739,2026-01-18,Vendedor_B,PROD002,3,18.2,14.04
FAC-1740,2026-01-18,Vendedor_C,PROD021,9,61.96,42.94
FAC-1741,2026-01-18,Vendedor_B,PROD013,5,6.23,4.36
FAC-1742,2026-01-18,Vendedor_A,PROD015,18,5.86,4.39
FAC-1743,2026-01-18,Vendedor_B,PROD020,23,68.6,49.97
FAC-1744,2026-01-18,Vendedor_C,PROD022,5,64.0,46.03
FAC-1745,2026-01-18,Vendedor_B,PROD005,3,27.29,20.12
FAC-1746,2026-01-18,Vendedor_A,PROD021,3,57.25,42.94
FAC-1747,2026-01-18,Vendedor_A,PROD023,6,66.51,47.19
FAC-1748,2026-01-18,Vendedor_C,PROD025,5,76.52,56.25
FAC-1749,2026-01-18,Vendedor_C,PROD009,2,8.92,6.74
FAC-1750,2026-01-18,Vendedor_B,PROD019,1,33.6,24.45
FAC-1751,2026-01-18,Vendedor_B,PROD003,3,17.24,12.69
FAC-1752,2026-01-18,Vendedor_B,PROD003,1,18.31,12.69
